label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
0,0.03310904372483492,0.003940741531550884,0.035990689881145954,0.0049144430086016655,0.040977333672344685,0.004703710786998272,0.04808357823640108,0.004910062067210674,0.05573609936982393,0.004560540430247784,0.06354180444031954,0.0032368702813982964,0.06895074713975191,0.0012453896924853325,0.07280061114579439,-0.000993986614048481,0.07635680306702852,-0.005069185979664326,0.07381210196763277,-0.008778085000813007,0.0705885635688901,-0.012706329114735126,0.065028284676373,-0.01702709961682558,0.05644700396806002,-0.018484224565327168,0.048416768200695515,-0.015536387450993061,0.041000341065227985,-0.008787323720753193,0.035636995919048786,-0.000925709493458271,0.06374356616288424,-0.008177896030247211,0.05341753829270601,-0.020047654397785664,0.04396370518952608,-0.006860931403934956,0.05438253749161959,0.005042205564677715,0.053877745755016804,-0.00747962761670351,-0.07673272024840117,0.00650621484965086,-0.07294272910803556,0.008952866308391094,-0.06906237732619047,0.009934703819453716,-0.06372010242193937,0.010728876106441021,-0.055892850272357464,0.011153439991176128,-0.048059786669909954,0.010813157074153423,-0.040594483725726604,0.009984712116420269,-0.03523960243910551,0.009520302526652813,-0.0320946229621768,0.00822709035128355,-0.03488960396498442,0.0036361021921038628,-0.040774608962237835,-0.00357674527913332,-0.04881771933287382,-0.008924772031605244,-0.056957210414111614,-0.01013841200619936,-0.0655372990295291,-0.006927837617695332,-0.07100182306021452,-0.0016825990751385689,-0.0741592301055789,0.002589474432170391,-0.046127582900226116,-0.0027748243883252144,-0.05601325165480375,-0.014815201051533222,-0.06581246387213469,-0.0018101232126355171,-0.05593689810484648,0.01019237469881773,-0.055910791270434856,-0.0023496942594647408
0,0.033726245164871216,0.0032604485750198364,0.03630587458610535,0.004097387194633484,0.040750592947006226,0.0038563162088394165,0.047108858823776245,0.004130735993385315,0.05401328206062317,0.00402282178401947,0.061124175786972046,0.0031114667654037476,0.06602582335472107,0.0014763623476028442,0.06949296593666077,-0.0005647391080856323,0.07270058989524841,-0.004444345831871033,0.07045409083366394,-0.007985249161720276,0.06754502654075623,-0.011823967099189758,0.06251516938209534,-0.016065433621406555,0.05474463105201721,-0.01759733259677887,0.047453492879867554,-0.014902874827384949,0.04074963927268982,-0.008623406291007996,0.03597530722618103,-0.0013301819562911987,0.06082597374916077,-0.008653655648231506,0.051687270402908325,-0.019728466868400574,0.04360845685005188,-0.007610157132148743,0.0527895987033844,0.003430292010307312,0.052230268716812134,-0.008112743496894836,-0.07507014274597168,0.006689146161079407,-0.07115477323532104,0.008797630667686462,-0.06723949313163757,0.009525761008262634,-0.06193578243255615,0.010148420929908752,-0.05418214201927185,0.01047523319721222,-0.04641565680503845,0.010066971182823181,-0.039039045572280884,0.009084954857826233,-0.033711761236190796,0.008405700325965881,-0.03056427836418152,0.006999984383583069,-0.033428043127059937,0.002863958477973938,-0.03939923644065857,-0.0033949464559555054,-0.04745885729789734,-0.007889464497566223,-0.05546322464942932,-0.008826330304145813,-0.06388375163078308,-0.005740121006965637,-0.06928837299346924,-0.00088520348072052,-0.07245120406150818,0.0030602961778640747,-0.04518672823905945,-0.003217652440071106,-0.05561840534210205,-0.014190122485160828,-0.06497830152511597,-0.0012872368097305298,-0.05454537272453308,0.009630247950553894,-0.05501553416252136,-0.002294495701789856
0,0.03254546783864498,0.0025845160707831383,0.034986456856131554,0.0032645156607031822,0.03913583420217037,0.0027594557031989098,0.045080265030264854,0.0026357462629675865,0.05179603956639767,0.002417980693280697,0.05911417864263058,0.0017639389261603355,0.06449945829808712,0.00044897105544805527,0.06854685209691525,-0.00132835004478693,0.07234635017812252,-0.005050958134233952,0.06978627108037472,-0.009384364821016788,0.06655897758901119,-0.013967187143862247,0.061138471588492393,-0.0187970707193017,0.0530062522739172,-0.02037325594574213,0.04576518200337887,-0.017246813513338566,0.039358457550406456,-0.010162622667849064,0.03474434278905392,-0.002166719175875187,0.06040879152715206,-0.009941310621798038,0.05122776888310909,-0.0206223139539361,0.043156882748007774,-0.008639276959002018,0.05235167406499386,0.0020930757746100426,0.05178692005574703,-0.00925400946289301,-0.07243592478334904,0.010617523454129696,-0.06870363093912601,0.012084155343472958,-0.0649923775345087,0.012180834077298641,-0.05991307832300663,0.012077837251126766,-0.052547136321663857,0.011689811013638973,-0.04523138143122196,0.010786115191876888,-0.03835845924913883,0.00939261820167303,-0.0334212277084589,0.008348285220563412,-0.030505994334816933,0.006709336303174496,-0.033278563991189,0.002659766934812069,-0.03895307518541813,-0.0033381888642907143,-0.046563783660531044,-0.00742384884506464,-0.05414978601038456,-0.007808865047991276,-0.06213710643351078,-0.003785909153521061,-0.0671668741852045,0.001930265687406063,-0.07005045749247074,0.006482481025159359,-0.04401637054979801,-0.0021871933713555336,-0.05427573062479496,-0.012143761850893497,-0.06230426765978336,0.0010007312521338463,-0.05199230648577213,0.01090907957404852,-0.0530893299728632,-0.0006591686978936195
0,0.035710908472537994,0.00468100979924202,0.0384732261300087,0.005767244845628738,0.0433107390999794,0.005811829119920731,0.050225116312503815,0.006580788642168045,0.057762302458286285,0.006694037467241287,0.06547967344522476,0.0054659731686115265,0.07074389606714249,0.003133673220872879,0.07440409809350967,0.0003656335175037384,0.07779691368341446,-0.004387836903333664,0.0754769816994667,-0.008011888712644577,0.07250962406396866,-0.011876624077558517,0.06731168180704117,-0.016187887638807297,0.059025801718235016,-0.01779286190867424,0.05104050785303116,-0.015056829899549484,0.04360762983560562,-0.008351009339094162,0.038253702223300934,-0.0003623180091381073,0.06626901775598526,-0.007795911282300949,0.056402839720249176,-0.020035725086927414,0.047207750380039215,-0.00715295597910881,0.05712089687585831,0.005092758685350418,0.056754566729068756,-0.0074568502604961395,-0.08016946166753769,0.004805374890565872,-0.07613887637853622,0.007266361266374588,-0.07205691188573837,0.008292395621538162,-0.0664459690451622,0.009248632937669754,-0.058174870908260345,0.00993402674794197,-0.049859605729579926,0.009781140834093094,-0.041907213628292084,0.00901787355542183,-0.03621169179677963,0.008566785603761673,-0.03288748115301132,0.007287789136171341,-0.03585680574178696,0.0026984401047229767,-0.04206939786672592,-0.004273217171430588,-0.050598882138729095,-0.009367655962705612,-0.05919238179922104,-0.010583382099866867,-0.06818827241659164,-0.007616858929395676,-0.0739913210272789,-0.002742808312177658,-0.07738365978002548,0.0012121684849262238,-0.047781430184841156,-0.0039452724158763885,-0.05867590755224228,-0.016149085015058517,-0.06900044530630112,-0.0028227679431438446,-0.058110497891902924,0.009355921298265457,-0.05831732600927353,-0.003410588949918747
0,0.03132322058081627,0.0050825197249650955,0.03362550958991051,0.0057722050696611404,0.037567999213933945,0.005336882546544075,0.04319390282034874,0.005238862708210945,0.0495583675801754,0.0051847416907548904,0.05650665983557701,0.004943372681736946,0.0616467259824276,0.004125358536839485,0.06555065140128136,0.0028553027659654617,0.06929269060492516,-0.0002527516335248947,0.06703820452094078,-0.004501817747950554,0.06412097439169884,-0.00905674509704113,0.05912211164832115,-0.013922987505793571,0.05143454298377037,-0.015780804678797722,0.04442426189780235,-0.013077644631266594,0.038139667361974716,-0.00662866048514843,0.033561792224645615,0.0007095951586961746,0.05734148249030113,-0.005486546084284782,0.04896840080618858,-0.016222385689616203,0.040991391986608505,-0.00507768802344799,0.04936501011252403,0.005691321566700935,0.04916670545935631,-0.00525653176009655,-0.06970391049981117,0.00496414490044117,-0.06620759144425392,0.006508978083729744,-0.06269723549485207,0.006810309365391731,-0.05788824334740639,0.007072212174534798,-0.05085519328713417,0.007287474349141121,-0.04382321611046791,0.007048340514302254,-0.03715303912758827,0.006341906264424324,-0.03235426917672157,0.0058069247752428055,-0.029484424740076065,0.004546644166111946,-0.031994376331567764,0.0006509143859148026,-0.03719523921608925,-0.005205271765589714,-0.04433426633477211,-0.009422479197382927,-0.051542315632104874,-0.010288713499903679,-0.059284988790750504,-0.007212487980723381,-0.06432164087891579,-0.0024112146347761154,-0.06726733222603798,0.0014748889952898026,-0.04258272424340248,-0.004782883450388908,-0.051831457763910294,-0.014918534085154533,-0.060046616941690445,-0.003183869644999504,-0.05076024308800697,0.0069058556109666824,-0.05125132575631142,-0.004044024273753166
0,0.031442721374332905,0.0024409927427768707,0.033780177123844624,0.003090057522058487,0.03773160744458437,0.0027289725840091705,0.043393571861088276,0.002794865518808365,0.04968180228024721,0.0026050545275211334,0.05643876362591982,0.0018648840487003326,0.0613191919401288,0.0005296207964420319,0.06496526766568422,-0.0012192390859127045,0.06836207676678896,-0.004750844091176987,0.06596656609326601,-0.008585210889577866,0.06299664545804262,-0.012653466314077377,0.05805375147610903,-0.016966398805379868,0.050647993572056293,-0.018481578677892685,0.043953497894108295,-0.015793826431035995,0.03789462614804506,-0.009399082511663437,0.03351213503628969,-0.002002980560064316,0.05764897633343935,-0.009726013988256454,0.04924943018704653,-0.019966568797826767,0.04197182226926088,-0.008299466222524643,0.05030681658536196,0.002010200172662735,0.04976834822446108,-0.009006436914205551,-0.06932611297816038,0.008590314537286758,-0.06592656206339598,0.010033998638391495,-0.06250656675547361,0.01025879755616188,-0.05771828722208738,0.010437730699777603,-0.050606886856257915,0.010540906339883804,-0.04339561890810728,0.010159943252801895,-0.036601523868739605,0.009283397346735,-0.03163693379610777,0.00856107845902443,-0.028641323558986187,0.007060620933771133,-0.03130293916910887,0.0032677091658115387,-0.03669221233576536,-0.0022535882890224457,-0.04397813510149717,-0.006356533616781235,-0.051370362751185894,-0.007299657911062241,-0.05922542046755552,-0.004159059375524521,-0.06418729852885008,0.0008093453943729401,-0.06702421139925718,0.004863176494836807,-0.04220826458185911,-0.0027157627046108246,-0.051180790178477764,-0.01232897862792015,-0.059135387651622295,-0.0010191760957241058,-0.050175259821116924,0.008588049560785294,-0.050627063028514385,-0.0019308887422084808
0,0.031509023159742355,0.0037363991141319275,0.03383229300379753,0.004302166402339935,0.0377829484641552,0.0037092193961143494,0.043438833206892014,0.0034211203455924988,0.049803536385297775,0.003152690827846527,0.05674247071146965,0.00264924019575119,0.06185392662882805,0.0016045793890953064,0.06573031470179558,0.000132732093334198,0.06938711926341057,-0.00316784530878067,0.0670185498893261,-0.007249213755130768,0.0639716200530529,-0.011592723429203033,0.058843594044446945,-0.016149677336215973,0.05112765356898308,-0.017633862793445587,0.044198375195264816,-0.014700599014759064,0.0380464605987072,-0.0080951526761055,0.033629219979047775,-0.0006513968110084534,0.057814400643110275,-0.008081503212451935,0.049064259976148605,-0.018314965069293976,0.04130576178431511,-0.006951935589313507,0.05007944628596306,0.0033183619379997253,0.04957328364253044,-0.007476396858692169,-0.0696808286011219,0.0077376589179039,-0.06623180583119392,0.009167097508907318,-0.06277142837643623,0.009374044835567474,-0.05798162892460823,0.009520910680294037,-0.05090301111340523,0.009518943727016449,-0.04380013421177864,0.008981488645076752,-0.03707977011799812,0.00794791430234909,-0.03223629668354988,0.007191203534603119,-0.029342640191316605,0.005780450999736786,-0.031958241015672684,0.001895032823085785,-0.03729810193181038,-0.0038088038563728333,-0.04453803971409798,-0.007751472294330597,-0.05180581286549568,-0.008318640291690826,-0.059513647109270096,-0.004909224808216095,-0.06445221975445747,9.90256667137146e-05,-0.06732233241200447,0.004106692969799042,-0.04224308207631111,-0.003384925425052643,-0.051817674189805984,-0.013327457010746002,-0.059901464730501175,-0.0008842721581459045,-0.050292808562517166,0.009012125432491302,-0.05100556090474129,-0.0021972134709358215
0,0.03152829874306917,0.003631417639553547,0.03375316131860018,0.004363809712231159,0.03760743606835604,0.004178558476269245,0.04315460193902254,0.004481767304241657,0.04940098989754915,0.0046180235221982,0.056206111796200275,0.004189078696072102,0.06121135223656893,0.0028937803581357002,0.06497169006615877,0.0010233568027615547,0.06852972973138094,-0.0027609122917056084,0.06631160248070955,-0.006658161990344524,0.063473348505795,-0.010792816989123821,0.05862820614129305,-0.015187974087893963,0.05116469133645296,-0.016715372912585735,0.04433209169656038,-0.014049495570361614,0.03815681207925081,-0.0077696992084383965,0.03366619814187288,-0.0006191981956362724,0.058063034899532795,-0.007337446324527264,0.049478654749691486,-0.017811383120715618,0.04183626640588045,-0.006440277211368084,0.050441269762814045,0.004034851677715778,0.04997480381280184,-0.006853426806628704,-0.06919982563704252,0.006708298809826374,-0.06563531886786222,0.007941906340420246,-0.062095011584460735,0.00800016988068819,-0.05731635820120573,0.008078102953732014,-0.05037411581724882,0.00835332740098238,-0.043503995053470135,0.008406792767345905,-0.03709908854216337,0.008027945645153522,-0.03251134883612394,0.0076395319774746895,-0.029700453393161297,0.00639760959893465,-0.03221243154257536,0.0022291885688900948,-0.03724896442145109,-0.00416185986250639,-0.04421975743025541,-0.008713926188647747,-0.051347251050174236,-0.00951200257986784,-0.058957661502063274,-0.006154145114123821,-0.06388318073004484,-0.0010810447856783867,-0.06679155956953764,0.0030139433220028877,-0.03968637716025114,-0.0041145337745547295,-0.049658055417239666,-0.014202619902789593,-0.057815815322101116,-0.0019771112129092216,-0.047757322899997234,0.008123909123241901,-0.04863109719008207,-0.0030983639881014824
0,0.02735896222293377,0.0061689019203186035,0.02927328459918499,0.00694844126701355,0.032862795516848564,0.0070653557777404785,0.038082195445895195,0.007775783538818359,0.04387391917407513,0.008630067110061646,0.050166262313723564,0.009263575077056885,0.054779840633273125,0.008954644203186035,0.058275533840060234,0.007893919944763184,0.06162215583026409,0.005161792039871216,0.05989487282931805,0.0017067492008209229,0.057553304359316826,-0.0020801424980163574,0.0533794891089201,-0.006380677223205566,0.04660607688128948,-0.00852978229522705,0.04011697880923748,-0.007052898406982422,0.034013403579592705,-0.00252416729927063,0.029537035152316093,0.002883017063140869,0.05260874144732952,-0.0006730854511260986,0.04584856145083904,-0.01070144772529602,0.03841747157275677,-0.00210002064704895,0.04520447365939617,0.007962286472320557,0.045535219833254814,-0.0013604462146759033,-0.06256590969860554,-0.0012080967426300049,-0.05925743468105793,0.0005235671997070312,-0.05592815764248371,0.0011588335037231445,-0.05146108753979206,0.0017876923084259033,-0.045043932273983955,0.002460569143295288,-0.03879897482693195,0.002672255039215088,-0.032985078170895576,0.0023488402366638184,-0.028874443843960762,0.002128005027770996,-0.02640538103878498,0.0012839734554290771,-0.028504597023129463,-0.0023637115955352783,-0.03285597451031208,-0.008037030696868896,-0.03901146538555622,-0.012317895889282227,-0.0454817283898592,-0.013519346714019775,-0.052618490532040596,-0.011291533708572388,-0.05738203413784504,-0.007387429475784302,-0.06022142060101032,-0.004123270511627197,-0.03649221546947956,-0.007125109434127808,-0.0445131529122591,-0.01670059561729431,-0.05260329134762287,-0.007173627614974976,-0.04454533942043781,0.002350926399230957,-0.04447744973003864,-0.007186621427536011
0,0.029214427806437016,0.0029347268864512444,0.03130970988422632,0.0032872287556529045,0.034850344993174076,0.002496185712516308,0.039918349124491215,0.0019785789772868156,0.04565624985843897,0.0016728667542338371,0.05198823008686304,0.0014505712315440178,0.056740269996225834,0.0008815256878733635,0.06039534602314234,-4.631001502275467e-05,0.06387893948704004,-0.0026157470420002937,0.06160847935825586,-0.006408420391380787,0.05871211085468531,-0.010478195734322071,0.05390815529972315,-0.014724460430443287,0.046820507384836674,-0.01615446526557207,0.04061155114322901,-0.01351120788604021,0.03514205012470484,-0.007627156563103199,0.031156347133219242,-0.0009962888434529305,0.053648815490305424,-0.008484897203743458,0.04558418784290552,-0.017929730005562305,0.03837947640568018,-0.007576939649879932,0.04644791875034571,0.00190791767090559,0.04601286444813013,-0.008000162430107594,-0.06432665791362524,0.008051696233451366,-0.06103373970836401,0.009272131137549877,-0.05773340072482824,0.009347203187644482,-0.053196622990071774,0.009266319684684277,-0.04657523240894079,0.009002330712974072,-0.040016098879277706,0.008387568406760693,-0.033843799494206905,0.007418396882712841,-0.029411478899419308,0.0067211417481303215,-0.02680350746959448,0.005451264791190624,-0.02924929466098547,0.0019111363217234612,-0.03421278204768896,-0.0033859284594655037,-0.040963961742818356,-0.007074383087456226,-0.047775461338460445,-0.007548210211098194,-0.05499051418155432,-0.004202512092888355,-0.05957467760890722,0.0006740717217326164,-0.0622038384899497,0.004568341188132763,-0.03877280559390783,-0.0033168168738484383,-0.04765449371188879,-0.012330141849815845,-0.05512846913188696,-0.0009156735613942146,-0.04622931685298681,0.008057030849158764,-0.04689566697925329,-0.0021724672988057137
